maxid,Genus,Species,Phylum,Class,CellType,CellSubType,LambdaMax,error,Chromophore,Stage,opsinid,refid
381,Lethrinops,parvidens,Chordata,,cone,double,563,0,,adult,0,23
382,Melanochromis,auratus,Chordata,,rod,,497,0,,adult,0,23
383,Melanochromis,auratus,Chordata,,cone,single,414,0,,adult,0,23
384,Melanochromis,auratus,Chordata,,cone,double,482,0,,adult,0,23
385,Melanochromis,auratus,Chordata,,cone,double,525,0,,adult,0,23
386,Melanochromis,vermivorus,Chordata,,rod,,505,0,,adult,0,38
387,Melanochromis,vermivorus,Chordata,,cone,single,418,0,,adult,0,38
388,Melanochromis,vermivorus,Chordata,,cone,single,506,0,,adult,0,38
389,Melanochromis,vermivorus,Chordata,,cone,single,555,0,,adult,0,38
390,Melanochromis,vermivorus,Chordata,,cone,double,485,0,,adult,0,38
391,Melanochromis,vermivorus,Chordata,,cone,double,534,0,,adult,0,38
392,Metriaclima,zebra,Chordata,,cone,single,368,0,,adult,0,7
393,Metriaclima,zebra,Chordata,,cone,double,482,0,,adult,0,7
394,Metriaclima,zebra,Chordata,,cone,double,531,0,,adult,0,7
395,Metriaclima,barlowi,Chordata,,rod,,491,0,,adult,0,23
396,Metriaclima,barlowi,Chordata,,cone,single,366,0,,adult,0,23
397,Metriaclima,barlowi,Chordata,,cone,double,483,0,,adult,0,23
398,Metriaclima,barlowi,Chordata,,cone,double,523,0,,adult,0,23
399,Metriaclima,benetos,Chordata,,cone,single,379,0,,adult,0,23
400,Metriaclima,benetos,Chordata,,cone,double,489,0,,adult,0,23
401,Metriaclima,benetos,Chordata,,cone,double,522,0,,adult,0,23
402,Metriaclima,emmiltos,Chordata,,cone,single,383,0,,adult,0,23
403,Metriaclima,emmiltos,Chordata,,cone,double,482,0,,adult,0,23
404,Metriaclima,emmiltos,Chordata,,cone,double,521,0,,adult,0,23
405,Metriaclima,livingstonii,Chordata,,rod,,495,0,,adult,0,23
406,Metriaclima,livingstonii,Chordata,,cone,single,364,0,,adult,0,23
407,Metriaclima,livingstonii,Chordata,,cone,double,473,0,,adult,0,23
408,Metriaclima,livingstonii,Chordata,,cone,double,526,0,,adult,0,23
409,Metriaclima,melabranchion,Chordata,,rod,,495,0,,adult,0,23
410,Metriaclima,melabranchion,Chordata,,cone,single,371,0,,adult,0,23
411,Metriaclima,melabranchion,Chordata,,cone,double,477,0,,adult,0,23
412,Metriaclima,melabranchion,Chordata,,cone,double,515,0,,adult,0,23
413,Mylochromis,lateristriga,Chordata,,rod,,496,0,,adult,0,23
414,Mylochromis,lateristriga,Chordata,,cone,single,419,0,,adult,0,23
415,Mylochromis,lateristriga,Chordata,,cone,double,482,0,,adult,0,23
416,Mylochromis,lateristriga,Chordata,,cone,double,522,0,,adult,0,23
417,Protomelas,taeniolatus,Chordata,,rod,,496,0,,adult,0,23
418,Protomelas,taeniolatus,Chordata,,cone,single,453,0,,adult,0,23
419,Protomelas,taeniolatus,Chordata,,cone,double,527,0,,adult,0,23
420,Protomelas,taeniolatus,Chordata,,cone,double,566,0,,adult,0,23
421,Pseudotropheus,tropheops,Chordata,,rod,,510,0,,adult,0,23
422,Pseudotropheus,tropheops,Chordata,,cone,single,371,0,,adult,0,23
423,Pseudotropheus,tropheops,Chordata,,cone,double,492,0,,adult,0,23
424,Pseudotropheus,tropheops,Chordata,,cone,double,531,0,,adult,0,23
425,Pseudotropheus,acei,Chordata,,rod,,505,0,,adult,0,38
426,Pseudotropheus,acei,Chordata,,cone,single,378,0,,adult,0,38
427,Pseudotropheus,acei,Chordata,,cone,double,482,0,,adult,0,38
428,Pseudotropheus,acei,Chordata,,cone,double,535,0,,adult,0,38
429,Pundamilia,red head,Chordata,,cone,single,456,0,,adult,0,8
430,Pundamilia,red head,Chordata,,cone,double,527,0,,adult,0,8
431,Pundamilia,red head,Chordata,,cone,double,567,0,,adult,0,8
432,Pundamilia,azurea,Chordata,,rod,,503,0,,adult,0,8
433,Pundamilia,azurea,Chordata,,cone,single,455,0,,adult,0,8
434,Pundamilia,azurea,Chordata,,cone,double,526,0,,adult,0,8
435,Pundamilia,azurea,Chordata,,cone,double,563,0,,adult,0,8
436,Pundamilia,nyererei,Chordata,,rod,,505,0,,adult,0,8
437,Pundamilia,nyererei,Chordata,,cone,single,451,0,,adult,0,8
438,Pundamilia,nyererei,Chordata,,cone,double,535,0,,adult,0,8
439,Pundamilia,nyererei,Chordata,,cone,double,562,0,,adult,0,8
440,Pundamilia,nyererei,Chordata,,cone,twin,562,0,,adult,0,8
441,Pundamilia,luanso,Chordata,,rod,,505,0,,adult,0,8
442,Pundamilia,luanso,Chordata,,cone,single,455,0,,adult,0,8
443,Pundamilia,luanso,Chordata,,cone,double,527,0,,adult,0,8
444,Pundamilia,luanso,Chordata,,cone,double,561,0,,adult,0,8
445,Pundamilia,luanso,Chordata,,cone,twin,561,0,,adult,0,8
446,Pundamilia,pundamilia,Chordata,,rod,,506,0,,adult,0,8
447,Pundamilia,pundamilia,Chordata,,cone,single,455,0,,adult,0,8
448,Pundamilia,pundamilia,Chordata,,cone,double,529,0,,adult,0,8
449,Pundamilia,pundamilia,Chordata,,cone,double,563,0,,adult,0,8
450,Pundamilia,pundamilia,Chordata,,cone,twin,563,0,,adult,0,8
451,Tramitichromis,intermedius,Chordata,,rod,,505,0,,adult,0,38
452,Tramitichromis,intermedius,Chordata,,cone,single,455,0,,adult,0,38
453,Tramitichromis,intermedius,Chordata,,cone,double,531,0,,adult,0,38
454,Tramitichromis,intermedius,Chordata,,cone,double,568,0,,adult,0,38
455,Tyrannochromis,macrostoma,Chordata,,rod,,494,0,,adult,0,23
456,Tyrannochromis,macrostoma,Chordata,,cone,single,410,0,,adult,0,23
457,Tyrannochromis,macrostoma,Chordata,,cone,double,482,0,,adult,0,23
458,Tyrannochromis,macrostoma,Chordata,,cone,double,529,0,,adult,0,23
459,Embiotoca,lateralis,Chordata,,rod,,499,0,,adult,0,5
460,Embiotoca,lateralis,Chordata,,cone,single,459,0,,adult,0,5
461,Embiotoca,lateralis,Chordata,,cone,single,534,0,,adult,0,5
462,Embiotoca,lateralis,Chordata,,cone,twin,535,0,,adult,0,5
463,Embiotoca,jacksoni,Chordata,,rod,,505,0,,adult,0,11
464,Embiotoca,jacksoni,Chordata,,cone,single,477,0,,adult,0,11
465,Embiotoca,jacksoni,Chordata,,cone,twin,534,0,,adult,0,11
466,Hypsurus,caryi,Chordata,,rod,,506,0,,adult,0,11
467,Hypsurus,caryi,Chordata,,cone,single,455,0,,adult,0,11
468,Hypsurus,caryi,Chordata,,cone,single,532,0,,adult,0,11
469,Hypsurus,caryi,Chordata,,cone,twin,532,0,,adult,0,11
470,Micrometrus,minimus,Chordata,,rod,,518,0,,adult,0,11
471,Micrometrus,minimus,Chordata,,cone,single,470,0,,adult,0,11
472,Micrometrus,minimus,Chordata,,cone,single,546,0,,adult,0,11
473,Micrometrus,minimus,Chordata,,cone,twin,546,0,,adult,0,11
474,Micrometrus,aurora,Chordata,,rod,,519,0,,adult,0,11
475,Micrometrus,aurora,Chordata,,cone,single,466,0,,adult,0,11
476,Micrometrus,aurora,Chordata,,cone,single,538,0,,adult,0,11
477,Micrometrus,aurora,Chordata,,cone,twin,538,0,,adult,0,11
478,Rhacochilus,vacca,Chordata,,rod,,507,0,,adult,0,5
479,Rhacochilus,vacca,Chordata,,cone,single,472,0,,adult,0,5
480,Rhacochilus,vacca,Chordata,,cone,single,540,0,,adult,0,5
481,Rhacochilus,vacca,Chordata,,cone,twin,539,0,,adult,0,5
482,Zalembius,rosaceus,Chordata,,rod,,494,0,,adult,0,11
483,Zalembius,rosaceus,Chordata,,cone,single,470,0,,adult,0,11
484,Zalembius,rosaceus,Chordata,,cone,single,527,0,,adult,0,11
485,Zalembius,rosaceus,Chordata,,cone,twin,527,0,,adult,0,11
486,Asterropteryx,semipunctata,Chordata,,rod,,498,0,,adult,0,32
487,Asterropteryx,semipunctata,Chordata,,cone,double,531,0,,adult,0,32
488,Asterropteryx,semipunctata,Chordata,,cone,double,538,0,,adult,0,32
489,Gobius,paganellus,Chordata,,rod,,512,0,,adult,0,29
490,Gobius,paganellus,Chordata,,cone,single,465,0,,adult,0,29
491,Gobius,paganellus,Chordata,,cone,single,565,0,,adult,0,29
492,Gobius,paganellus,Chordata,,cone,twin,565,0,,adult,0,29
493,Gobiusculus,flavescens,Chordata,,rod,,508,0,,adult,0,45
494,Gobiusculus,flavescens,Chordata,,cone,single,456,0,,adult,0,45
495,Gobiusculus,flavescens,Chordata,,cone,single,531,0,,adult,0,45
496,Gobiusculus,flavescens,Chordata,,cone,single,553,0,,adult,0,45
497,Gobiusculus,flavescens,Chordata,,cone,double,531,0,,adult,0,45
498,Gobiusculus,flavescens,Chordata,,cone,double,553,0,,adult,0,45
499,Gobiusculus,flavescens,Chordata,,cone,twin,531,0,,adult,0,45
500,Pomatoschistus,minutus,Chordata,,rod,,508,0,,adult,0,22
501,Pomatoschistus,minutus,Chordata,,cone,single,447,0,,adult,0,22
502,Pomatoschistus,minutus,Chordata,,cone,single,548,0,,adult,0,22
503,Pomatoschistus,minutus,Chordata,,cone,twin,527,0,,adult,0,22
504,Tetrapturus,audax,Chordata,,cone,single,535,0,,adult,0,16
505,Tetrapturus,audax,Chordata,,cone,single,609,0,,adult,0,16
506,Kuhlia,sandvicensis,Chordata,,rod,,491,0,,adult,0,32
507,Kuhlia,sandvicensis,Chordata,,cone,single,436,0,,adult,0,32
508,Kuhlia,sandvicensis,Chordata,,cone,double,488,0,,adult,0,32
509,Kuhlia,sandvicensis,Chordata,,cone,double,531,0,,adult,0,32
510,Bodianus,bilunnulatus,Chordata,,rod,,485,0,,adult,0,32
511,Bodianus,bilunnulatus,Chordata,,cone,double,526,0,,adult,0,32
512,Bodianus,bilunnulatus,Chordata,,cone,double,545,0,,adult,0,32
513,Symphodus,melops,Chordata,,rod,,520,0,,adult,0,29
514,Symphodus,melops,Chordata,,cone,single,505,0,,adult,0,29
515,Symphodus,melops,Chordata,,cone,single,555,0,,adult,0,29
516,Symphodus,melops,Chordata,,cone,double,525,0,,adult,0,29
517,Symphodus,melops,Chordata,,cone,double,555,0,,adult,0,29
518,Lutjanus,adetii,Chordata,,rod,,496,0,,adult,0,33
519,Lutjanus,adetii,Chordata,,cone,single,443,0,,adult,0,33
520,Lutjanus,adetii,Chordata,,cone,double,511,0,,adult,0,33
521,Lutjanus,adetii,Chordata,,cone,double,526,0,,adult,0,33
522,Lutjanus,argentimaculatus,Chordata,,cone,double,536,0,,adult,0,33
523,Lutjanus,argentimaculatus,Chordata,,cone,double,575,0,,adult,0,33
524,Lutjanus,bohar,Chordata,,rod,,497,0,,adult,0,33
525,Lutjanus,bohar,Chordata,,cone,single,424,0,,adult,0,33
526,Lutjanus,bohar,Chordata,,cone,double,494,0,,adult,0,33
527,Lutjanus,bohar,Chordata,,cone,double,518,0,,adult,0,33
528,Lutjanus,carponotatus,Chordata,,rod,,499,0,,adult,0,33
529,Lutjanus,carponotatus,Chordata,,cone,single,454,0,,adult,0,33
530,Lutjanus,carponotatus,Chordata,,cone,double,519,0,,adult,0,33
531,Lutjanus,carponotatus,Chordata,,cone,double,552,0,,adult,0,33
532,Lutjanus,erythropterus,Chordata,,rod,,496,0,,adult,0,33
533,Lutjanus,erythropterus,Chordata,,cone,single,446,0,,adult,0,33
534,Lutjanus,erythropterus,Chordata,,cone,double,527,0,,adult,0,33
535,Lutjanus,erythropterus,Chordata,,cone,double,540,0,,adult,0,33
536,Lutjanus,kasmira,Chordata,,cone,single,430,0,,adult,0,33
537,Lutjanus,kasmira,Chordata,,cone,double,487,0,,adult,0,33
538,Lutjanus,kasmira,Chordata,,cone,double,518,0,,adult,0,33
539,Lutjanus,malabaricus,Chordata,,rod,,494,0,,adult,0,33
540,Lutjanus,malabaricus,Chordata,,cone,single,408,0,,adult,0,33
541,Lutjanus,malabaricus,Chordata,,cone,single,442,0,,adult,0,33
542,Lutjanus,malabaricus,Chordata,,cone,double,529,0,,adult,0,33
543,Lutjanus,malabaricus,Chordata,,cone,double,541,0,,adult,0,33
544,Lutjanus,quinquelineatus,Chordata,,rod,,499,0,,adult,0,33
545,Lutjanus,quinquelineatus,Chordata,,cone,single,444,0,,adult,0,33
546,Lutjanus,quinquelineatus,Chordata,,cone,double,520,0,,adult,0,33
547,Lutjanus,quinquelineatus,Chordata,,cone,double,540,0,,adult,0,33
548,Lutjanus,russellii,Chordata,,rod,,499,0,,adult,0,33
549,Lutjanus,russellii,Chordata,,cone,single,451,0,,adult,0,33
550,Lutjanus,russellii,Chordata,,cone,double,530,0,,adult,0,33
551,Lutjanus,russellii,Chordata,,cone,double,557,0,,adult,0,33
552,Lutjanus,sebae,Chordata,,rod,,494,0,,adult,0,33
553,Lutjanus,sebae,Chordata,,cone,single,430,0,,adult,0,33
554,Lutjanus,sebae,Chordata,,cone,double,521,0,,adult,0,33
555,Lutjanus,sebae,Chordata,,cone,double,539,0,,adult,0,33
556,Lutjanus,johnii,Chordata,,rod,,498,0,,adult,0,33
557,Lutjanus,johnii,Chordata,,cone,double,543,0,,adult,0,33
558,Lutjanus,johnii,Chordata,,cone,double,567,0,,adult,0,33
559,Mulloidichthys,flavolineatus,Chordata,,rod,,486,0,,adult,0,32
560,Mulloidichthys,flavolineatus,Chordata,,cone,single,366,0,,adult,0,32
561,Mulloidichthys,flavolineatus,Chordata,,cone,double,480,0,,adult,0,32
562,Mulloidichthys,flavolineatus,Chordata,,cone,double,523,0,,adult,0,32
563,Mullus,barbatus,Chordata,,rod,,497,0,,adult,0,18
564,Mullus,barbatus,Chordata,,cone,single,380,0,,adult,0,18
565,Mullus,barbatus,Chordata,,cone,single,491,0,,adult,0,18
566,Mullus,barbatus,Chordata,,cone,single,533,0,,adult,0,18
567,Mullus,barbatus,Chordata,,cone,double,491,0,,adult,0,18
568,Mullus,barbatus,Chordata,,cone,double,533,0,,adult,0,18
569,Mullus,barbatus,Chordata,,cone,twin,533,0,,adult,0,18
570,Parupeneus,multifasceatus,Chordata,,rod,,494,0,,adult,0,32
571,Parupeneus,multifasceatus,Chordata,,cone,double,486,0,,adult,0,32
572,Parupeneus,multifasceatus,Chordata,,cone,double,516,0,,adult,0,32
573,Parupeneus,multifasceatus,Chordata,,cone,twin,515,0,,adult,0,32
574,Dissostichus,mawsoni,Chordata,,rod,,504,0,,adult,0,39
575,Dissostichus,mawsoni,Chordata,,cone,single,414,0,,adult,0,39
576,Dissostichus,mawsoni,Chordata,,cone,single,490,0,,adult,0,39
577,Dissostichus,mawsoni,Chordata,,cone,twin,490,0,,adult,0,39
578,Pagothenia,borchgrevinki,Chordata,,rod,,499,0,,adult,0,39
579,Pagothenia,borchgrevinki,Chordata,,cone,single,489,0,,adult,0,39
580,Pagothenia,borchgrevinki,Chordata,,cone,twin,489,0,,adult,0,39
581,Trematomus,bernacchii,Chordata,,rod,,502,0,,adult,0,39
582,Trematomus,bernacchii,Chordata,,cone,single,416,0,,adult,0,39
583,Trematomus,bernacchii,Chordata,,cone,single,490,0,,adult,0,39
584,Trematomus,bernacchii,Chordata,,cone,twin,490,0,,adult,0,39
585,Trematomus,hansoni,Chordata,,rod,,501,0,,adult,0,39
586,Trematomus,hansoni,Chordata,,cone,single,418,0,,adult,0,39
587,Trematomus,hansoni,Chordata,,cone,single,490,0,,adult,0,39
588,Trematomus,hansoni,Chordata,,cone,twin,490,0,,adult,0,39
589,Trematomus,loennbergii,Chordata,,rod,,500,0,,adult,0,39
590,Trematomus,loennbergii,Chordata,,cone,single,426,0,,adult,0,39
591,Trematomus,loennbergii,Chordata,,cone,single,490,0,,adult,0,39
592,Trematomus,loennbergii,Chordata,,cone,twin,490,0,,adult,0,39
593,Perca,fluviatilis,Chordata,,rod,,540,0,,adult,0,29
594,Perca,fluviatilis,Chordata,,cone,single,535,0,,adult,0,29
595,Perca,fluviatilis,Chordata,,cone,twin,615,0,,adult,0,29
596,Sander,lucioperca,Chordata,,rod,,524,0,,adult,0,22
597,Sander,lucioperca,Chordata,,cone,single,530,0,,adult,0,22
598,Sander,lucioperca,Chordata,,cone,twin,598,0,,adult,0,22
599,Apodichthys,flavidus,Chordata,,rod,,504,0,,adult,0,5
600,Apodichthys,flavidus,Chordata,,cone,single,363,0,,adult,0,5
601,Apodichthys,flavidus,Chordata,,cone,single,441,0,,adult,0,5
602,Apodichthys,flavidus,Chordata,,cone,double,529,0,,adult,0,5
603,Apodichthys,flavidus,Chordata,,cone,double,567,0,,adult,0,5
604,Pholis,ornata,Chordata,,rod,,498,0,,adult,0,5
605,Pholis,ornata,Chordata,,cone,single,444,0,,adult,0,5
606,Pholis,ornata,Chordata,,cone,single,528,0,,adult,0,5
607,Pholis,ornata,Chordata,,cone,single,560,0,,adult,0,5
608,Pholis,ornata,Chordata,,cone,double,526,0,,adult,0,5
609,Pholis,ornata,Chordata,,cone,double,561,0,,adult,0,5
610,Pholis,laeta,Chordata,,rod,,504,0,,adult,0,5
611,Pholis,laeta,Chordata,,cone,single,449,0,,adult,0,5
612,Pholis,laeta,Chordata,,cone,double,527,0,,adult,0,5
613,Pholis,laeta,Chordata,,cone,double,562,0,,adult,0,5
614,Abudefduf,abdominalis,Chordata,,rod,,492,0,,adult,0,32
615,Abudefduf,abdominalis,Chordata,,cone,single,347,0,,adult,0,32
616,Abudefduf,abdominalis,Chordata,,cone,single,464,0,,adult,0,32
617,Abudefduf,abdominalis,Chordata,,cone,double,457,0,,adult,0,32
618,Abudefduf,abdominalis,Chordata,,cone,double,519,0,,adult,0,32
619,Chromis,hanui,Chordata,,rod,,477,0,,adult,0,32
620,Chromis,hanui,Chordata,,cone,single,355,0,,adult,0,32
621,Chromis,hanui,Chordata,,cone,single,483,0,,adult,0,32
622,Chromis,hanui,Chordata,,cone,double,470,0,,adult,0,32
623,Chromis,hanui,Chordata,,cone,double,514,0,,adult,0,32
624,Chromis,ovalis,Chordata,,rod,,492,0,,adult,0,32
625,Chromis,ovalis,Chordata,,cone,single,404,0,,adult,0,32
626,Chromis,ovalis,Chordata,,cone,double,473,0,,adult,0,32
